id,npcShipId,slotOrder,slotId,itemDefId,notesKo
npc_enemy_sirius_03__ENGINE,npc_enemy_sirius_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_sirius_03__SYSTEM,npc_enemy_sirius_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_sirius_03__EX_01,npc_enemy_sirius_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_titan_01__ARMOR,npc_enemy_titan_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_titan_01__ENGINE,npc_enemy_titan_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_titan_01__SYSTEM,npc_enemy_titan_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_titan_01__EX_01,npc_enemy_titan_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_titan_02__ARMOR,npc_enemy_titan_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_titan_02__ENGINE,npc_enemy_titan_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_titan_02__SYSTEM,npc_enemy_titan_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_titan_02__EX_01,npc_enemy_titan_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_titan_03__ARMOR,npc_enemy_titan_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_titan_03__ENGINE,npc_enemy_titan_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_titan_03__SYSTEM,npc_enemy_titan_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_titan_03__EX_01,npc_enemy_titan_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_10__ARMOR,npc_vega_red_10,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_10__ENGINE,npc_vega_red_10,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_10__SYSTEM,npc_vega_red_10,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_10__EX_01,npc_vega_red_10,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_08__ARMOR,npc_mock_ai_ship_08,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_08__ENGINE,npc_mock_ai_ship_08,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_08__SYSTEM,npc_mock_ai_ship_08,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_08__EX_01,npc_mock_ai_ship_08,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_4__ARMOR,npc_vega_red_4,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_4__ENGINE,npc_vega_red_4,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_4__SYSTEM,npc_vega_red_4,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_4__EX_01,npc_vega_red_4,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_17__ARMOR,npc_mock_ai_ship_17,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_17__ENGINE,npc_mock_ai_ship_17,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_17__SYSTEM,npc_mock_ai_ship_17,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_17__EX_01,npc_mock_ai_ship_17,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_5__ARMOR,npc_vega_red_5,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_5__ENGINE,npc_vega_red_5,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_5__SYSTEM,npc_vega_red_5,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_5__EX_01,npc_vega_red_5,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_12__ARMOR,npc_mock_ai_ship_12,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_12__ENGINE,npc_mock_ai_ship_12,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_12__SYSTEM,npc_mock_ai_ship_12,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_12__EX_01,npc_mock_ai_ship_12,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_blue_9__ARMOR,npc_vega_blue_9,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_blue_9__ENGINE,npc_vega_blue_9,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_blue_9__SYSTEM,npc_vega_blue_9,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_blue_9__EX_01,npc_vega_blue_9,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_blue_fleet_5__ARMOR,npc_blue_fleet_5,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_blue_fleet_5__ENGINE,npc_blue_fleet_5,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_blue_fleet_5__SYSTEM,npc_blue_fleet_5,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_blue_fleet_5__EX_01,npc_blue_fleet_5,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_03__ARMOR,npc_mock_ai_ship_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_03__ENGINE,npc_mock_ai_ship_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_03__SYSTEM,npc_mock_ai_ship_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_03__EX_01,npc_mock_ai_ship_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_13__ARMOR,npc_mock_ai_ship_13,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_13__ENGINE,npc_mock_ai_ship_13,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_13__SYSTEM,npc_mock_ai_ship_13,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_13__EX_01,npc_mock_ai_ship_13,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_05__ARMOR,npc_mock_ai_ship_05,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_05__ENGINE,npc_mock_ai_ship_05,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_05__SYSTEM,npc_mock_ai_ship_05,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_mock_ai_ship_05__EX_01,npc_mock_ai_ship_05,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_red_fleet_1__ARMOR,npc_red_fleet_1,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_red_fleet_1__ENGINE,npc_red_fleet_1,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_red_fleet_1__SYSTEM,npc_red_fleet_1,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_red_fleet_1__EX_01,npc_red_fleet_1,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_perseus_01__ARMOR,npc_enemy_perseus_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_perseus_01__ENGINE,npc_enemy_perseus_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_perseus_01__SYSTEM,npc_enemy_perseus_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_perseus_01__EX_01,npc_enemy_perseus_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_perseus_02__ARMOR,npc_enemy_perseus_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_perseus_02__ENGINE,npc_enemy_perseus_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_perseus_02__SYSTEM,npc_enemy_perseus_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_perseus_02__EX_01,npc_enemy_perseus_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_perseus_03__ARMOR,npc_enemy_perseus_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_perseus_03__ENGINE,npc_enemy_perseus_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_perseus_03__SYSTEM,npc_enemy_perseus_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_perseus_03__EX_01,npc_enemy_perseus_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_neweden_red_7__ARMOR,npc_neweden_red_7,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_neweden_red_7__ENGINE,npc_neweden_red_7,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_neweden_red_7__SYSTEM,npc_neweden_red_7,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_neweden_red_7__EX_01,npc_neweden_red_7,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_6__ARMOR,npc_vega_red_6,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_6__ENGINE,npc_vega_red_6,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_6__SYSTEM,npc_vega_red_6,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_6__EX_01,npc_vega_red_6,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_11__ARMOR,npc_vega_red_11,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_11__ENGINE,npc_vega_red_11,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_11__SYSTEM,npc_vega_red_11,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_11__EX_01,npc_vega_red_11,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_7__ARMOR,npc_vega_red_7,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_7__ENGINE,npc_vega_red_7,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_7__SYSTEM,npc_vega_red_7,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_7__EX_01,npc_vega_red_7,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_8__ARMOR,npc_vega_red_8,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_8__ENGINE,npc_vega_red_8,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_8__SYSTEM,npc_vega_red_8,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_8__EX_01,npc_vega_red_8,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_9__ARMOR,npc_vega_red_9,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_9__ENGINE,npc_vega_red_9,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_9__SYSTEM,npc_vega_red_9,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_9__EX_01,npc_vega_red_9,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_red_12__ARMOR,npc_vega_red_12,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_red_12__ENGINE,npc_vega_red_12,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_red_12__SYSTEM,npc_vega_red_12,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_red_12__EX_01,npc_vega_red_12,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_crimson_01__ARMOR,npc_enemy_crimson_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_crimson_01__ENGINE,npc_enemy_crimson_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_crimson_01__SYSTEM,npc_enemy_crimson_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_crimson_01__EX_01,npc_enemy_crimson_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_crimson_02__ARMOR,npc_enemy_crimson_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_crimson_02__ENGINE,npc_enemy_crimson_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_crimson_02__SYSTEM,npc_enemy_crimson_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_crimson_02__EX_01,npc_enemy_crimson_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_crimson_03__ARMOR,npc_enemy_crimson_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_crimson_03__ENGINE,npc_enemy_crimson_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_crimson_03__SYSTEM,npc_enemy_crimson_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_crimson_03__EX_01,npc_enemy_crimson_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_shadow_01__ARMOR,npc_enemy_shadow_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_shadow_01__ENGINE,npc_enemy_shadow_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_shadow_01__SYSTEM,npc_enemy_shadow_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_shadow_01__EX_01,npc_enemy_shadow_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_shadow_02__ARMOR,npc_enemy_shadow_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_shadow_02__ENGINE,npc_enemy_shadow_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_shadow_02__SYSTEM,npc_enemy_shadow_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_shadow_02__EX_01,npc_enemy_shadow_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_shadow_03__ARMOR,npc_enemy_shadow_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_shadow_03__ENGINE,npc_enemy_shadow_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_shadow_03__SYSTEM,npc_enemy_shadow_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_shadow_03__EX_01,npc_enemy_shadow_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_dark_01__ARMOR,npc_enemy_dark_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_dark_01__ENGINE,npc_enemy_dark_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_dark_01__SYSTEM,npc_enemy_dark_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_dark_01__EX_01,npc_enemy_dark_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_dark_02__ARMOR,npc_enemy_dark_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_dark_02__ENGINE,npc_enemy_dark_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_dark_02__SYSTEM,npc_enemy_dark_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_dark_02__EX_01,npc_enemy_dark_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_dark_03__ARMOR,npc_enemy_dark_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_dark_03__ENGINE,npc_enemy_dark_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_dark_03__SYSTEM,npc_enemy_dark_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_dark_03__EX_01,npc_enemy_dark_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_blood_01__ARMOR,npc_enemy_blood_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_blood_01__ENGINE,npc_enemy_blood_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_blood_01__SYSTEM,npc_enemy_blood_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_blood_01__EX_01,npc_enemy_blood_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_blood_02__ARMOR,npc_enemy_blood_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_blood_02__ENGINE,npc_enemy_blood_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_blood_02__SYSTEM,npc_enemy_blood_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_blood_02__EX_01,npc_enemy_blood_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_blood_03__ARMOR,npc_enemy_blood_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_blood_03__ENGINE,npc_enemy_blood_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_blood_03__SYSTEM,npc_enemy_blood_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_blood_03__EX_01,npc_enemy_blood_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_01__ARMOR,npc_enemy_nightfall_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_01__ENGINE,npc_enemy_nightfall_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_01__SYSTEM,npc_enemy_nightfall_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_01__EX_01,npc_enemy_nightfall_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_02__ARMOR,npc_enemy_nightfall_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_02__ENGINE,npc_enemy_nightfall_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_02__SYSTEM,npc_enemy_nightfall_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_02__EX_01,npc_enemy_nightfall_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_03__ARMOR,npc_enemy_nightfall_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_03__ENGINE,npc_enemy_nightfall_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_03__SYSTEM,npc_enemy_nightfall_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_nightfall_03__EX_01,npc_enemy_nightfall_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_abyss_01__ARMOR,npc_enemy_abyss_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_abyss_01__ENGINE,npc_enemy_abyss_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_abyss_01__SYSTEM,npc_enemy_abyss_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_abyss_01__EX_01,npc_enemy_abyss_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_abyss_02__ARMOR,npc_enemy_abyss_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_abyss_02__ENGINE,npc_enemy_abyss_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_abyss_02__SYSTEM,npc_enemy_abyss_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_abyss_02__EX_01,npc_enemy_abyss_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_abyss_03__ARMOR,npc_enemy_abyss_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_abyss_03__ENGINE,npc_enemy_abyss_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_abyss_03__SYSTEM,npc_enemy_abyss_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_abyss_03__EX_01,npc_enemy_abyss_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_core_01__ARMOR,npc_enemy_core_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_core_01__ENGINE,npc_enemy_core_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_core_01__SYSTEM,npc_enemy_core_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_core_01__EX_01,npc_enemy_core_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_core_02__ARMOR,npc_enemy_core_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_core_02__ENGINE,npc_enemy_core_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_core_02__SYSTEM,npc_enemy_core_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_core_02__EX_01,npc_enemy_core_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_core_03__ARMOR,npc_enemy_core_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_core_03__ENGINE,npc_enemy_core_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_core_03__SYSTEM,npc_enemy_core_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_core_03__EX_01,npc_enemy_core_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_eternity_01__ARMOR,npc_enemy_eternity_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_eternity_01__ENGINE,npc_enemy_eternity_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_eternity_01__SYSTEM,npc_enemy_eternity_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_eternity_01__EX_01,npc_enemy_eternity_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_eternity_02__ARMOR,npc_enemy_eternity_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_eternity_02__ENGINE,npc_enemy_eternity_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_eternity_02__SYSTEM,npc_enemy_eternity_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_eternity_02__EX_01,npc_enemy_eternity_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_enemy_eternity_03__ARMOR,npc_enemy_eternity_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_enemy_eternity_03__ENGINE,npc_enemy_eternity_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_enemy_eternity_03__SYSTEM,npc_enemy_eternity_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_enemy_eternity_03__EX_01,npc_enemy_eternity_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_ai_clan_neutral_flagship__ARMOR,npc_ai_clan_neutral_flagship,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_ai_clan_neutral_flagship__ENGINE,npc_ai_clan_neutral_flagship,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
