id,displayName,rank,factionId,aiAggression,aiRole,bioShort,operationalState,combatTeam,friendlyFactionIdsPipe,hostileFactionIdsPipe,basePlanetId,activityPlanetIdsPipe,baseSystemId,activitySystemIdsPipe,assignedShipId,initialLevel,initialExp,expCurveBase,expCurveLinear,expCurveQuadratic,aiClanLeader,aiClanName,aiClanZone,arcOrbitPresenceFill,mainStageTalkEnabled,mainStageTalkPriority,mainStageTalkSceneId,mainStageMissionTriggerId,mainStageEventTriggerId,tavernPlanetIdsPipe,orbitCargoFleetLane,portraitImageAssetKey
npc_cpt_faction_e_11,케이트 루,선장,scientists,passive,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_11,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_e_12,레오 파,선장,scientists,cautious,merchant_guard,자유 항로 체인 수송선 — 테이블 등록 전용.,general,none,scientists,pirates,eden_city,,,,npc_faction_cargo_ship_e_12,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_E,
npc_cpt_faction_n_01,나이트 볼,선장,independent,passive,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_01,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_02,옥스 섀도,선장,independent,cautious,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_02,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_03,페인 레드,선장,independent,passive,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_03,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_04,퀘이크 닉,선장,independent,cautious,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_04,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_05,레이븐 솔,선장,independent,passive,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_05,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_06,스파크 진,선장,independent,cautious,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_06,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_07,토르크 블랙,선장,independent,passive,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_07,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_08,울프 자드,선장,independent,cautious,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_08,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_09,벡스 다크,선장,independent,passive,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_09,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_10,와일드 포,선장,independent,cautious,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_10,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_11,제로 크론,선장,independent,passive,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_11,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_faction_n_12,조드 헤이,선장,independent,cautious,merchant_guard,외곽 항로 체인 수송선 — 테이블 등록 전용.,general,none,independent,pirates,crimson_base,,,,npc_faction_cargo_ship_n_12,1,0,80,35,12,FALSE,,,FALSE,FALSE,9,,,,,faction_N,
npc_cpt_gov_reserve_blue_01,카일 델,제독,federation_military,standard,garrison,서부전선 제독 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_01,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_02,리나 오르,대장,federation,standard,garrison,연합기동군단장 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_02,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_03,마르셀 킨,군단장,border_watch,standard,garrison,항로방위사령 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_03,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_04,세라 몬트,함대장,federation_military,standard,garrison,궤도방어사령 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_04,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_05,토바스 린,전략장,federation,standard,garrison,작전기획국장 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_05,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_06,유리아 벡,순항사령,federation_military,standard,garrison,원정순항본부장 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_06,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_07,헬레나 쿠,방어사령,border_watch,standard,garrison,요새방어사령관 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_07,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_08,이안 크로스,초계장,border_watch,standard,garrison,변경초계총감 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_08,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_09,노바 스톤,호위사령,federation,standard,garrison,무역호위총감 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_09,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_10,알렉스 드레,특임장,federation_military,standard,garrison,특수작전장 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_10,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_11,한설 율,전선장,federation_military,standard,garrison,서부전선총감 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_11,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_12,길버트 안,기동장,federation,standard,garrison,기동함대사령 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_12,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_13,페네 장,정찰장,border_watch,standard,garrison,정찰전단장 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_13,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_14,오스카 민,지원장,miners_guild,standard,garrison,전략지원사령 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_14,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_15,카렌 송,연합장,federation,standard,garrison,스텔리움 연합장 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_15,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_16,비토 델,성계장,federation_military,standard,garrison,성계방위사령 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_16,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_17,클라라 하,수비장,federation,standard,garrison,거점수비사령 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_17,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_18,마르틴 네오,교전장,federation_military,standard,garrison,교전지휘관 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_18,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_19,엘라 솔,태양장,energy_corp,standard,garrison,태양권 파견장 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_19,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_blue_20,로젤린 파크,방위장,federation,standard,garrison,방위연합총감 — 점령지 파견 예비 총사령관 후보.,general,blue,federation|federation_military|border_watch|miners_guild,pirates|trade_coalition|void_walkers|scavengers,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_blue_20,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_blue_reserve,,,,
npc_cpt_gov_reserve_red_01,발크 크림손,군주,pirates,standard,garrison,크림슨 군단장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_01,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_02,세라 피멸,전대장,pirates,standard,garrison,붉은 전대사령 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_02,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_03,가론 매,약탈장,void_walkers,standard,garrison,약탈전단장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_03,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_04,이자벨 프리스트,혈전장,trade_coalition,standard,garrison,혈전사령관 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_04,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_05,다리우스 솔,암흑장,black_market,standard,garrison,암시장 군벌 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_05,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_06,맥시밀 게이트,문지기,unknown,standard,garrison,심연 문지기 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_06,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_07,노아 달,야습장,dark_lords,standard,garrison,나이트폴 군주 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_07,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_08,에밀 코어빈,수문장,ancients,standard,garrison,코어 수문장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_08,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_09,라일리 에테,영원장,ancients,standard,garrison,영원 군단장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_09,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_10,빅터 타우,차단장,archaeologists,standard,garrison,항로 차단장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_10,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_11,조나단 페르,침투장,pirates,standard,garrison,변경 침투장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_11,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_12,클로 오메,습격장,pirates,standard,garrison,회항로 습격장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_12,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_13,헬릭스 플레임,강습장,energy_corp,standard,garrison,태양권 강습장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_13,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_14,미라 식스,왜곡장,void_walkers,standard,garrison,공간 왜곡장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_14,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_15,코르빈 블레드,전리장,trade_coalition,standard,garrison,전리품 감독 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_15,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_16,아르테 진홍,포위장,pirates,standard,garrison,포위전사령 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_16,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_17,폴렉스 델타,사냥장,pirates,standard,garrison,교차점 사냥꾼 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_17,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_18,세레스 이본,봉쇄장,unknown,standard,garrison,관문 봉쇄장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_18,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_19,제로 그라비,감시장,ancients,standard,garrison,고대 감시자 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_19,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_red_20,엔드 피니,왕좌장,ancients,standard,garrison,왕좌 요격장 — 점령지 파견 예비 총사령관 후보.,general,red,pirates|trade_coalition|void_walkers|scavengers|dark_lords|ancients,federation|federation_military|border_watch|independent,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_red_20,12,0,110,55,18,FALSE,,,FALSE,FALSE,2,npc_dialog_gov_red_hostile,,,,
npc_cpt_gov_reserve_neutral_01,태온 스틸,관리인,energy_corp,standard,garrison,중립 행정장 — 점령지 파견 예비 총사령관 후보.,general,none,independent|scientists|energy_corp|archaeologists,pirates|trade_coalition,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_neutral_01,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_neutral_reserve,,,,
npc_cpt_gov_reserve_neutral_02,메리 클라,중재장,black_market,standard,garrison,중립 중재관 — 점령지 파견 예비 총사령관 후보.,general,none,independent|scientists|energy_corp|archaeologists,pirates|trade_coalition,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_neutral_02,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_neutral_reserve,,,,
npc_cpt_gov_reserve_neutral_03,토르가드,유적장,archaeologists,standard,garrison,유적 수호장 — 점령지 파견 예비 총사령관 후보.,general,none,independent|scientists|energy_corp|archaeologists,pirates|trade_coalition,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_neutral_03,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_neutral_reserve,,,,
npc_cpt_gov_reserve_neutral_04,노아 제네시스,수문장,creators,standard,garrison,기원 수문장 — 점령지 파견 예비 총사령관 후보.,general,none,independent|scientists|energy_corp|archaeologists,pirates|trade_coalition,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_neutral_04,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_neutral_reserve,,,,
npc_cpt_gov_reserve_neutral_05,플로라 이리,감시장,ancients,standard,garrison,중립 감시장 — 점령지 파견 예비 총사령관 후보.,general,none,independent|scientists|energy_corp|archaeologists,pirates|trade_coalition,arcadia_prime,arcadia_prime,arcadia,arcadia,npc_ship_gov_reserve_neutral_05,12,0,110,55,18,FALSE,,,FALSE,TRUE,2,npc_dialog_gov_neutral_reserve,,,,
npc_cpt_arc_seed_abyss,베라 호송,선장,unknown,passive,merchant_guard,아크코어 월드 확장 수송 라인 — abyss 성계 시드(Table-First).,general,none,unknown|independent,pirates|trade_coalition,,,abyss,abyss,npc_arc_seed_ship_abyss,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_arcadia,카란 ARC,선장,federation,passive,merchant_guard,아크코어 월드 확장 수송 라인 — arcadia 성계 시드(Table-First).,general,none,federation|independent,pirates|trade_coalition,,,arcadia,arcadia,npc_arc_seed_ship_arcadia,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_arcfire_core,듀로 ARC,선장,ancients,passive,merchant_guard,아크코어 월드 확장 수송 라인 — arcfire_core 성계 시드(Table-First).,general,none,ancients|independent,pirates|trade_coalition,,,arcfire_core,arcfire_core,npc_arc_seed_ship_arcfire_core,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_blood_field,엘라 호송,선장,trade_coalition,passive,merchant_guard,아크코어 월드 확장 수송 라인 — blood_field 성계 시드(Table-First).,general,none,trade_coalition|independent,pirates|trade_coalition,,,blood_field,blood_field,npc_arc_seed_ship_blood_field,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_crimson_zone,피온 ARC,선장,pirates,passive,merchant_guard,아크코어 월드 확장 수송 라인 — crimson_zone 성계 시드(Table-First).,general,none,pirates|independent,pirates|trade_coalition,,,crimson_zone,crimson_zone,npc_arc_seed_ship_crimson_zone,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_dark_rift,하렌 호송,선장,void_walkers,passive,merchant_guard,아크코어 월드 확장 수송 라인 — dark_rift 성계 시드(Table-First).,general,none,void_walkers|independent,pirates|trade_coalition,,,dark_rift,dark_rift,npc_arc_seed_ship_dark_rift,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_draco_nebula,이온 ARC,선장,scientists,passive,merchant_guard,아크코어 월드 확장 수송 라인 — draco_nebula 성계 시드(Table-First).,general,none,scientists|independent,pirates|trade_coalition,,,draco_nebula,draco_nebula,npc_arc_seed_ship_draco_nebula,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_eternity,제나 호송,선장,ancients,passive,merchant_guard,아크코어 월드 확장 수송 라인 — eternity 성계 시드(Table-First).,general,none,ancients|independent,pirates|trade_coalition,,,eternity,eternity,npc_arc_seed_ship_eternity,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_genesis,카일 ARC,선장,creators,passive,merchant_guard,아크코어 월드 확장 수송 라인 — genesis 성계 시드(Table-First).,general,none,creators|independent,pirates|trade_coalition,,,genesis,genesis,npc_arc_seed_ship_genesis,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_helios,루나 호송,선장,energy_corp,passive,merchant_guard,아크코어 월드 확장 수송 라인 — helios 성계 시드(Table-First).,general,none,energy_corp|independent,pirates|trade_coalition,,,helios,helios,npc_arc_seed_ship_helios,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_iron_cross,오스 ARC,선장,scavengers,passive,merchant_guard,아크코어 월드 확장 수송 라인 — iron_cross 성계 시드(Table-First).,general,none,scavengers|independent,pirates|trade_coalition,,,iron_cross,iron_cross,npc_arc_seed_ship_iron_cross,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_minerva,세라 호송,선장,miners_guild,passive,merchant_guard,아크코어 월드 확장 수송 라인 — minerva 성계 시드(Table-First).,general,none,miners_guild|independent,pirates|trade_coalition,,,minerva,minerva,npc_arc_seed_ship_minerva,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
npc_cpt_arc_seed_new_eden,탈로 ARC,선장,independent,passive,merchant_guard,아크코어 월드 확장 수송 라인 — new_eden 성계 시드(Table-First).,general,none,independent|independent,pirates|trade_coalition,,,new_eden,new_eden,npc_arc_seed_ship_new_eden,1,0,80,35,12,FALSE,,,FALSE,FALSE,5,,,,,arc_direct,
